TRYG.CO;134.1;0.294271;721477;83505413146;7.4;132.1-174.95;0.2;Tryg A/S;DKK;nan;DK0060636678;nan;Copenhagen;CPH;Insurance—Diversified;https://www.tryg.com;Tryg A/S, together with its subsidiaries, provides insurance products and services for private and corporate customers, and small and medium sized businesses in Denmark, Norway, and Sweden. It operates through Private, Commercial, Corporate, and Sweden segments. The company provides car, contents, house, accident, travel, motorcycles, pet, health, property, liability, transportation, group life, and boat insurance products, as well as fire and content, and worker compensation insurance products. It sells its products primarily through call centers, Internet, tied agents, franchisees, interest organizations, car dealers, real estate agents, insurance brokers, and Nordea branches under the Tryg Forsikring, Alka, Enter Forsikring, Tryg, Moderna, Tryg Garanti, Moderna Djurförsäkringar, Atlantica Båtförsäkring, Affinity, and Bilsport & MC specialförsäkring brands. The company was founded in 1731 and is headquartered in Ballerup, Denmark.;Mr. Johan Kirstein Brammer;Financial Services;DK;6836.0;45 70 11 20 20;Klausdalsbrovej 601;Ballerup;nan;2750;nan;0.0;https://financialmodelingprep.com/image-stock/TRYG.CO.png;2005-10-14;False;False;True;False;False
GETI-B.ST;202.0;0.750655;834750;55018737576;4.25;174.2-275.2;5.85;Getinge AB (publ);SEK;nan;SE0000202624;nan;Stockholm Stock Exchange;STO;Medical Devices;https://www.getinge.com;Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, logistic automation solutions, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; practice-oriented monitoring systems and disposables, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected solutions, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; intra-aortic balloon counter pulsation therapies; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; OR integration and management; patient flow management; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport & storage; trays & baskets; and vascular and cardiothoracic surgery solutions. It offers its products through a network of proprietary sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.;Mr. Mattias  Perjos M.Sc.;Healthcare;SE;11082.0;46 1 03 35 00 00;Lindholmspiren 7A;Gothenburg;nan;417 56;nan;0.0;https://financialmodelingprep.com/image-stock/GETI-B.ST.png;2000-01-03;False;False;True;False;False
EXL1V.HE;3.58;1.209659;27844;42436962;0.4;3.42-6.9;-0.06;Exel Composites Oyj;EUR;nan;FI0009007306;nan;Helsinki;HEL;Specialty Chemicals;https://www.exelcomposites.com;Exel Composites Oyj, a composite technology company, designs, manufactures, and markets pultruded and pull-wound composite products in Europe, the Asia Pacific, and internationally. The company produces a range of standard and custom sized composite tubes, tool handles, telescoping poles, and laminates that are used in residential, commercial, and industrial applications. It also provides bus and coach, train and tram, truck and trailer, and automotive profiles; window and door profiles, structural composites, sunshades, umbrellas, and awnings, frangible support structures, and radio-transparent composites; composites for wind power application. In addition, the company offers composite solutions for defense applications, such as camouflage netting support telescoping poles, Carbon fiber telescoping poles, non-magnetic tool handles; textile machine solutions, insulating and non-ferrous composite solutions, and composite conduit rods for machinery and electrical industries; and composites for paper machines. Exel Composites Oyj was founded in 1960 and is headquartered in Vantaa, Finland.;Mr. Paul  Sohlberg L.L.M.;Basic Materials;FI;728.0;358 20 754 1350;MAekituvantie 5;Vantaa;nan;01510;nan;0.0;https://financialmodelingprep.com/image-stock/EXL1V.HE.png;2000-01-03;False;False;True;False;False
NIBE-B.ST;94.14;1.312616;2873858;189792834507;0.65;78.58-126.15;-0.6;NIBE Industrier AB (publ);SEK;nan;SE0008321293;nan;Stockholm Stock Exchange;STO;Building Products & Equipment;https://www.nibe.com;NIBE Industrier AB (publ), together with its subsidiaries, develops, manufactures, markets, and sells various energy-efficient solutions for indoor climate comfort, and components and solutions for intelligent heating and control in Nordic countries, rest of Europe, North America, and internationally. The company operates through three business areas: NIBE Climate Solutions, NIBE Element, and NIBE Stoves. The NIBE Climate Solutions business area offers indoor climate comfort products, such as heat pumps, ventilation products and air conditioning, climate control systems, water heaters and accumulator tanks, district heating products, PV panels, domestic boilers, commercial washing machines, and tumble dryers for homes, apartment blocks, and commercial properties. The NIBE Element business area provides various components and solutions for heating and control, which include tubular, aluminum, foil, thick film, PTC, high-power, and ceramic elements, as well as open spirals and tapes, heating cables and jackets, vacuum brazing, heat pump technology, resistors, heat exchangers, temperature sensors, flexible hoses, and control equipment to domestic and household appliances; commercial products and professional kitchens; energy; transport; advanced technology; medicine; and aviation sectors, as well as industrial projects sectors. The NIBE Stoves business area offers free-standing, wood-burning, gas, and electric stoves; heat-retaining products; and chimney systems, as well as accessories. NIBE Industrier AB (publ) was founded in 1949 and is headquartered in Markaryd, Sweden.;Mr. Gerteric  Lindquist;Industrials;SE;21300.0;46 4 33 27 30 00;Hannabadsvägen 5;Markaryd;nan;285 32;nan;0.0;https://financialmodelingprep.com/image-stock/NIBE-B.ST.png;2000-01-03;False;False;True;False;False
GAPW-B.ST;22.65;1.1228;12762;705463672;0.0;19.78-38.25;0.2;Gapwaves AB (publ);SEK;nan;nan;nan;Stockholm Stock Exchange;STO;Communication Equipment;https://www.gapwaves.com;Gapwaves AB (publ) provides waveguide and antenna products. It offers radar antennas, 5G phased arrays, flat panel antennas, flange adapters, and waveguide filters. The company was incorporated in 2011 and is headquartered in Gothenburg, Sweden.;Mr. Jonas  Ehinger;Technology;SE;31.0;46 3 17 62 60 40;Nellickevagen 22;Gothenburg;nan;412 63;nan;0.0;https://financialmodelingprep.com/image-stock/GAPW-B.ST.png;2016-11-18;False;False;True;False;False
ACAD.ST;50.9;0.967053;89461;5374378300;1.75;41.56-58.15;0.15;AcadeMedia AB (publ);SEK;nan;SE0007897079;nan;Stockholm Stock Exchange;STO;Education & Training Services;https://www.academedia.se;AcadeMedia AB (publ) operates as an independent education provider in northern Europe. It operates through four segments: Preschool, Compulsory School, Upper Secondary School, and Adult Education. The company operates approximately 650 preschools, primary schools, upper secondary schools, and adult education units. AcadeMedia AB (publ) was founded in 1996 and is headquartered in Stockholm, Sweden.;Mr. Marcus  Strömberg;Consumer Defensive;SE;18800.0;46 87 94 42 00;Adolf Fredriks Kyrkogata 2;Stockholm;nan;101 24;nan;0.0;https://financialmodelingprep.com/image-stock/ACAD.ST.png;2016-06-15;False;False;True;False;False
HUM.ST;28.25;0.78435;443244;1351087325;1.2;12.28-50.6;0.45;Humana AB (publ);SEK;nan;SE0008040653;nan;Stockholm Stock Exchange;STO;Medical Care Facilities;https://www.humana.se;Humana AB (publ) provides individual and family care services for children and adults in Sweden, Finland, Norway, and Denmark. It operates through five segments: Individual & Family, Personal Assistance, Elderly Care, Finland, and Norway segments. The Individual & Family segment provides care and treatment for psychosocial disorders, mental illness, and functional impairment; residential care homes; interim and regular family-based care services; special service housing; outpatient care services; assisted living homes; and specially adapted housing for individuals with functional impairments and special education schools. The Personal Assistance segment offers care services and assistance to individuals with functional impairments. The Elderly Care segment provides elderly care home services. The Finland segment offers individual and family care for children, young people and families with psychiatric diagnoses or psychosocial disorders; special service housing for individuals with functional impairments; elderly care homes; and elderly day care services. The Norway segment provides individual and family care, personal assistance, and special service housing for individuals with functional impairments. The company was founded in 2001 and is headquartered in Stockholm, Sweden.;Ms. Johanna  Rastad;Healthcare;SE;12426.0;46 8 59 92 99 00;Warfvinges väg 39;Stockholm;nan;112 51;nan;0.0;https://financialmodelingprep.com/image-stock/HUM.ST.png;2016-03-22;False;False;True;False;False
SSAB-B.ST;63.7;1.332834;4144752;66388138917;8.7;44.62-79.6;-0.64;SSAB AB (publ);SEK;nan;SE0000120669;nan;Stockholm Stock Exchange;STO;Steel;https://www.ssab.com;SSAB AB (publ) produces and sells steel products in the United States, Sweden, Finland, Germany, Denmark, and internationally. It operates through five segments: SSAB Special Steels, SSAB Europe, SSAB Americas, Tibnor, and Ruukki Construction. The SSAB Special Steels segment offers quenched and tempered steels, and hot-rolled advanced high-strength steel products. The SSAB Europe segment provides strip, plate, and tubular products. The SSAB Americas segment offers heavy steel plates. The Tibnor segment distributes a range of steel and non-ferrous metals in the Nordic region and the Baltics. The Ruukki Construction segment produces and sells building and construction products and services for residential and non-residential construction. The company markets its steel products under the Strenx, Hardox, Docol, GreenCoat, Toolox, Armox, Duroxite, SSAB Boron, SSAB Domex, SSAB Form, SSAB Laser, SSAB Weathering and Cor-Ten, and SSAB Multisteel brands. It serves the heavy transport, construction, automotive, industrial, construction machinery, energy, material handling, and service center industries. The company has a collaboration agreement with Faurecia S.E. to deliver fossil-free steel for automotive seat structures. SSAB AB (publ) was founded in 1878 and is headquartered in Stockholm, Sweden.;Mr. Martin  Lindqvist Eng., M.B.A.;Basic Materials;SE;14634.0;46 84 54 57 00;Klarabergsviadukten 70, D6;Stockholm;nan;101 21;nan;0.0;https://financialmodelingprep.com/image-stock/SSAB-B.ST.png;2000-01-03;False;False;True;False;False
EOLU-B.ST;74.75;1.362785;37208;1861798250;1.5;68.05-153.9;-0.25;Eolus Vind AB (publ);SEK;nan;nan;nan;Stockholm Stock Exchange;STO;Engineering & Construction;https://www.eolusvind.com;Eolus Vind AB (publ) primarily engages in the development, establishment, and operation of facilities for renewable energy and energy storage in Sweden, Norway, Finland, the United States, Poland, and the Baltic states. The company operates through Project Development and Asset Management segments. It engages in the operation of wind turbines; and generation and sale of electricity. The company also offers asset management services to the owners of wind power facilities. In addition, it provides consultancy services, such as procurement, project management, wind resource assessment, noise impact assessment, and environmental impact assessment services. Eolus Vind AB (publ) was incorporated in 1990 and is headquartered in Hässleholm, Sweden.;Mr. Magnus  Axelsson;Industrials;SE;95.0;46 1 01 99 88 00;Tredje Avenyn 3;Hässleholm;nan;281 48;nan;0.0;https://financialmodelingprep.com/image-stock/EOLU-B.ST.png;2009-05-28;False;False;True;False;False
EKTA-B.ST;85.64;1.025833;957403;32721588805;2.4;53.24-90.42;0.38;Elekta AB (publ);SEK;nan;SE0000163628;nan;Stockholm Stock Exchange;STO;Medical Instruments & Supplies;https://www.elekta.com;Elekta AB (publ), a medical technology company, provides clinical solutions for treating cancer and brain disorders worldwide. The company offers Versa HD, a brain metastases solution; Elekta Unity, a MR-Linac technology; Elekta Harmony, a linear accelerator; Elekta Infinity for treating a range of patients with simple-to-complex radiotherapy needs; Elekta Synergy, a digital accelerator for advanced image-guided radiation therapy; treatment management solutions; automated and integrated quality assurance solutions; and hardware and software motion management technology. It also provides MOSAIQ Plaza for multidisciplinary cancer care; Elekta Axis Cloud, a managed hosting service; Elekta Studio, an image-guided brachytherapy solution; ImagingRing, a mobile CT scanner; Oncentra Brachy, a smart tool that facilitate repetitive tasks; Venezia applicator that enables the radiation oncologist to treat locally advanced cervical cancer; Elekta Flexitron afterloader for enabling the precise execution of all steps in the workflow; and Geneva, an applicator for cervical cancer treatment. In addition, the company offers Leksell Gamma Knife Icon for personalized radiation treatment; Leksell Gamma Knife Perfexion, a tool for neurosurgeons; Leksell Gamma Knife Lightning for accelerated radiosurgery. Further, it provides neurosurgery products comprising Leksell Vantage Stereotactic System for intracranial neurosurgery; and Leksell Stereotactic System or minimally invasive stereotactic neurosurgery. The company was incorporated in 1972 and is headquartered in Stockholm, Sweden.;Mr. Gustaf  Salford;Healthcare;SE;4394.0;46 8 58 72 54 00;Kungstensgatan 18;Stockholm;nan;103 93;nan;0.0;https://financialmodelingprep.com/image-stock/EKTA-B.ST.png;2000-01-03;False;False;True;False;False
HLUN-A.CO;30.26;0.0;132912;32278037766;0.58;21.935-38.08;-0.12;H. Lundbeck A/S;DKK;nan;DK0061804697;nan;Copenhagen;CPH;Drug Manufacturers—Specialty & Generic;https://www.lundbeck.com;H. Lundbeck A/S, a biopharmaceutical company, engages in the research, development, production, and sale of pharmaceuticals for the treatment of psychiatric and neurological disorders in Europe, United States, and internationally. The company's principal products include Abilify Maintena for schizophrenia; Brintellix/Trintellix to treat depression; Northera for the treatment of symptomatic neurogenic orthostatic hypotension; Vyepti for migraine prevention; and Rexulti/Rxulti to treat depression/schizophrenia. It also provides Azilect for treating Parkinson's disease; Cipralex/Lexapro for depression; Ebixa to treat Alzheimer's disease; Onfi for Lennox-Gastaut syndrome; Sabril for treating epilepsy; and Xenazine for chorea associated with Huntington's disease, as well as other products. The company sells its products primarily to distributors of pharmaceuticals, pharmacies, and hospitals. It has a partnership collaboration with Otsuka Pharmaceuticals Co., Ltd.; and collaboration with FeetMe focusing on the use of sensor shoe soles. H. Lundbeck A/S also has a collaboration with Alloy Therapeutics, Inc. for the discovery of novel biologics therapies. The company was founded in 1915 and is headquartered in Valby, Denmark.;Dr. Deborah  Dunsire M.D.;Healthcare;DK;5500.0;45 36 30 13 11;Ottiliavej 9;Valby;nan;2500;nan;0.0;https://financialmodelingprep.com/image-stock/HLUN-A.CO.png;2022-06-10;False;False;True;False;False
